reference	n	word	strongs	morphology	tvm_code
Matthew 1:1	1	βιβλος	G0976	N-NSF	
Matthew 1:1	2	γενεσεως	G1078	N-GSF	
Matthew 1:1	3	ιησου	G2424	N-GSM	
Matthew 1:1	4	χριστου	G5547	N-GSM	
Matthew 1:1	5	υιου	G5207	N-GSM	
Matthew 1:1	6	δαβιδ	G1138	N-PRI	
Matthew 1:1	7	υιου	G5207	N-GSM	
Matthew 1:1	8	αβρααμ	G0011	N-PRI	
Matthew 1:2	1	αβρααμ	G0011	N-PRI	
Matthew 1:2	2	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:2	3	τον	G3588	T-ASM	
Matthew 1:2	4	ισαακ	G2464	N-PRI	
Matthew 1:2	5	ισαακ	G2464	N-PRI	
Matthew 1:2	6	δε	G1161	CONJ	
Matthew 1:2	7	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:2	8	τον	G3588	T-ASM	
Matthew 1:2	9	ιακωβ	G2384	N-PRI	
Matthew 1:2	10	ιακωβ	G2384	N-PRI	
Matthew 1:2	11	δε	G1161	CONJ	
Matthew 1:2	12	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:2	13	τον	G3588	T-ASM	
Matthew 1:2	14	ιουδαν	G2455	N-ASM	
Matthew 1:2	15	και	G2532	CONJ	
Matthew 1:2	16	τους	G3588	T-APM	
Matthew 1:2	17	αδελφους	G0080	N-APM	
Matthew 1:2	18	αυτου	G0846	P-GSM	
Matthew 1:3	1	ιουδας	G2455	N-NSM	
Matthew 1:3	2	δε	G1161	CONJ	
Matthew 1:3	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:3	4	τον	G3588	T-ASM	
Matthew 1:3	5	φαρες	G5329	N-PRI	
Matthew 1:3	6	και	G2532	CONJ	
Matthew 1:3	7	τον	G3588	T-ASM	
Matthew 1:3	8	ζαρα	G2196	N-PRI	
Matthew 1:3	9	εκ	G1537	PREP	
Matthew 1:3	10	της	G3588	T-GSF	
Matthew 1:3	11	θαμαρ	G2283	N-PRI	
Matthew 1:3	12	φαρες	G5329	N-PRI	
Matthew 1:3	13	δε	G1161	CONJ	
Matthew 1:3	14	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:3	15	τον	G3588	T-ASM	
Matthew 1:3	16	εσρωμ	G2074	N-PRI	
Matthew 1:3	17	εσρωμ	G2074	N-PRI	
Matthew 1:3	18	δε	G1161	CONJ	
Matthew 1:3	19	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:3	20	τον	G3588	T-ASM	
Matthew 1:3	21	αραμ	G0689	N-PRI	
Matthew 1:4	1	αραμ	G0689	N-PRI	
Matthew 1:4	2	δε	G1161	CONJ	
Matthew 1:4	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:4	4	τον	G3588	T-ASM	
Matthew 1:4	5	αμιναδαβ	G0284	N-PRI	
Matthew 1:4	6	αμιναδαβ	G0284	N-PRI	
Matthew 1:4	7	δε	G1161	CONJ	
Matthew 1:4	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:4	9	τον	G3588	T-ASM	
Matthew 1:4	10	ναασσων	G3476	N-PRI	
Matthew 1:4	11	ναασσων	G3476	N-PRI	
Matthew 1:4	12	δε	G1161	CONJ	
Matthew 1:4	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:4	14	τον	G3588	T-ASM	
Matthew 1:4	15	σαλμων	G4533	N-PRI	
Matthew 1:5	1	σαλμων	G4533	N-PRI	
Matthew 1:5	2	δε	G1161	CONJ	
Matthew 1:5	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:5	4	τον	G3588	T-ASM	
Matthew 1:5	5	βοοζ	G1003	N-PRI	
Matthew 1:5	6	εκ	G1537	PREP	
Matthew 1:5	7	της	G3588	T-GSF	
Matthew 1:5	8	ραχαβ	G4477	N-PRI	
Matthew 1:5	9	βοοζ	G1003	N-PRI	
Matthew 1:5	10	δε	G1161	CONJ	
Matthew 1:5	11	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:5	12	τον	G3588	T-ASM	
Matthew 1:5	13	ωβηδ	G5601	N-PRI	
Matthew 1:5	14	εκ	G1537	PREP	
Matthew 1:5	15	της	G3588	T-GSF	
Matthew 1:5	16	ρουθ	G4503	N-PRI	
Matthew 1:5	17	ωβηδ	G5601	N-PRI	
Matthew 1:5	18	δε	G1161	CONJ	
Matthew 1:5	19	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:5	20	τον	G3588	T-ASM	
Matthew 1:5	21	ιεσσαι	G2421	N-PRI	
Matthew 1:6	1	ιεσσαι	G2421	N-PRI	
Matthew 1:6	2	δε	G1161	CONJ	
Matthew 1:6	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:6	4	τον	G3588	T-ASM	
Matthew 1:6	5	δαβιδ	G1138	N-PRI	
Matthew 1:6	6	τον	G3588	T-ASM	
Matthew 1:6	7	βασιλεα	G0935	N-ASM	
Matthew 1:6	8	δαβιδ	G1138	N-PRI	
Matthew 1:6	9	δε	G1161	CONJ	
Matthew 1:6	10	ο	G3588	T-NSM	
Matthew 1:6	11	βασιλευς	G0935	N-NSM	
Matthew 1:6	12	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:6	13	τον	G3588	T-ASM	
Matthew 1:6	14	σολομωντα	G4672	N-ASM	
Matthew 1:6	15	εκ	G1537	PREP	
Matthew 1:6	16	της	G3588	T-GSF	
Matthew 1:6	17	του	G3588	T-GSM	
Matthew 1:6	18	ουριου	G3774	N-GSM	
Matthew 1:7	1	σολομων	G4672	N-NSM	
Matthew 1:7	2	δε	G1161	CONJ	
Matthew 1:7	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:7	4	τον	G3588	T-ASM	
Matthew 1:7	5	ροβοαμ	G4497	N-PRI	
Matthew 1:7	6	ροβοαμ	G4497	N-PRI	
Matthew 1:7	7	δε	G1161	CONJ	
Matthew 1:7	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:7	9	τον	G3588	T-ASM	
Matthew 1:7	10	αβια	G0007	N-PRI	
Matthew 1:7	11	αβια	G0007	N-PRI	
Matthew 1:7	12	δε	G1161	CONJ	
Matthew 1:7	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:7	14	τον	G3588	T-ASM	
Matthew 1:7	15	ασα	G0760	N-PRI	
Matthew 1:8	1	ασα	G0760	N-PRI	
Matthew 1:8	2	δε	G1161	CONJ	
Matthew 1:8	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:8	4	τον	G3588	T-ASM	
Matthew 1:8	5	ιωσαφατ	G2498	N-PRI	
Matthew 1:8	6	ιωσαφατ	G2498	N-PRI	
Matthew 1:8	7	δε	G1161	CONJ	
Matthew 1:8	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:8	9	τον	G3588	T-ASM	
Matthew 1:8	10	ιωραμ	G2496	N-PRI	
Matthew 1:8	11	ιωραμ	G2496	N-PRI	
Matthew 1:8	12	δε	G1161	CONJ	
Matthew 1:8	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:8	14	τον	G3588	T-ASM	
Matthew 1:8	15	οζιαν	G3604	N-ASM	
Matthew 1:9	1	οζιας	G3604	N-NSM	
Matthew 1:9	2	δε	G1161	CONJ	
Matthew 1:9	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:9	4	τον	G3588	T-ASM	
Matthew 1:9	5	ιωαθαμ	G2488	N-PRI	
Matthew 1:9	6	ιωαθαμ	G2488	N-PRI	
Matthew 1:9	7	δε	G1161	CONJ	
Matthew 1:9	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:9	9	τον	G3588	T-ASM	
Matthew 1:9	10	αχαζ	G0881	N-PRI	
Matthew 1:9	11	αχαζ	G0881	N-PRI	
Matthew 1:9	12	δε	G1161	CONJ	
Matthew 1:9	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:9	14	τον	G3588	T-ASM	
Matthew 1:9	15	εζεκιαν	G1478	N-ASM	
Matthew 1:10	1	εζεκιας	G1478	N-NSM	
Matthew 1:10	2	δε	G1161	CONJ	
Matthew 1:10	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:10	4	τον	G3588	T-ASM	
Matthew 1:10	5	μανασση	G3128	N-ASM	
Matthew 1:10	6	μανασσης	G3128	N-NSM	
Matthew 1:10	7	δε	G1161	CONJ	
Matthew 1:10	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:10	9	τον	G3588	T-ASM	
Matthew 1:10	10	αμων	G0300	N-PRI	
Matthew 1:10	11	αμων	G0300	N-PRI	
Matthew 1:10	12	δε	G1161	CONJ	
Matthew 1:10	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:10	14	τον	G3588	T-ASM	
Matthew 1:10	15	ιωσιαν	G2502	N-ASM	
Matthew 1:11	1	ιωσιας	G2502	N-NSM	
Matthew 1:11	2	δε	G1161	CONJ	
Matthew 1:11	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:11	4	τον	G3588	T-ASM	
Matthew 1:11	5	ιεχονιαν	G2423	N-ASM	
Matthew 1:11	6	και	G2532	CONJ	
Matthew 1:11	7	τους	G3588	T-APM	
Matthew 1:11	8	αδελφους	G0080	N-APM	
Matthew 1:11	9	αυτου	G0846	P-GSM	
Matthew 1:11	10	επι	G1909	PREP	
Matthew 1:11	11	της	G3588	T-GSF	
Matthew 1:11	12	μετοικεσιας	G3350	N-GSF	
Matthew 1:11	13	βαβυλωνος	G0897	N-GSF	
Matthew 1:12	1	μετα	G3326	PREP	
Matthew 1:12	2	δε	G1161	CONJ	
Matthew 1:12	3	την	G3588	T-ASF	
Matthew 1:12	4	μετοικεσιαν	G3350	N-ASF	
Matthew 1:12	5	βαβυλωνος	G0897	N-GSF	
Matthew 1:12	6	ιεχονιας	G2423	N-NSM	
Matthew 1:12	7	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:12	8	τον	G3588	T-ASM	
Matthew 1:12	9	σαλαθιηλ	G4528	N-PRI	
Matthew 1:12	10	σαλαθιηλ	G4528	N-PRI	
Matthew 1:12	11	δε	G1161	CONJ	
Matthew 1:12	12	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:12	13	τον	G3588	T-ASM	
Matthew 1:12	14	ζοροβαβελ	G2216	N-PRI	
Matthew 1:13	1	ζοροβαβελ	G2216	N-PRI	
Matthew 1:13	2	δε	G1161	CONJ	
Matthew 1:13	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:13	4	τον	G3588	T-ASM	
Matthew 1:13	5	αβιουδ	G0010	N-PRI	
Matthew 1:13	6	αβιουδ	G0010	N-PRI	
Matthew 1:13	7	δε	G1161	CONJ	
Matthew 1:13	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:13	9	τον	G3588	T-ASM	
Matthew 1:13	10	ελιακειμ	G1662	N-PRI	
Matthew 1:13	11	ελιακειμ	G1662	N-PRI	
Matthew 1:13	12	δε	G1161	CONJ	
Matthew 1:13	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:13	14	τον	G3588	T-ASM	
Matthew 1:13	15	αζωρ	G0107	N-PRI	
Matthew 1:14	1	αζωρ	G0107	N-PRI	
Matthew 1:14	2	δε	G1161	CONJ	
Matthew 1:14	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:14	4	τον	G3588	T-ASM	
Matthew 1:14	5	σαδωκ	G4524	N-PRI	
Matthew 1:14	6	σαδωκ	G4524	N-PRI	
Matthew 1:14	7	δε	G1161	CONJ	
Matthew 1:14	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:14	9	τον	G3588	T-ASM	
Matthew 1:14	10	αχειμ	G0885	N-PRI	
Matthew 1:14	11	αχειμ	G0885	N-PRI	
Matthew 1:14	12	δε	G1161	CONJ	
Matthew 1:14	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:14	14	τον	G3588	T-ASM	
Matthew 1:14	15	ελιουδ	G1664	N-PRI	
Matthew 1:15	1	ελιουδ	G1664	N-PRI	
Matthew 1:15	2	δε	G1161	CONJ	
Matthew 1:15	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:15	4	τον	G3588	T-ASM	
Matthew 1:15	5	ελεαζαρ	G1648	N-PRI	
Matthew 1:15	6	ελεαζαρ	G1648	N-PRI	
Matthew 1:15	7	δε	G1161	CONJ	
Matthew 1:15	8	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:15	9	τον	G3588	T-ASM	
Matthew 1:15	10	ματθαν	G3157	N-PRI	
Matthew 1:15	11	ματθαν	G3157	N-PRI	
Matthew 1:15	12	δε	G1161	CONJ	
Matthew 1:15	13	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:15	14	τον	G3588	T-ASM	
Matthew 1:15	15	ιακωβ	G2384	N-PRI	
Matthew 1:16	1	ιακωβ	G2384	N-PRI	
Matthew 1:16	2	δε	G1161	CONJ	
Matthew 1:16	3	εγεννησεν	G1080	V-AAI-3S	5656
Matthew 1:16	4	τον	G3588	T-ASM	
Matthew 1:16	5	ιωσηφ	G2501	N-PRI	
Matthew 1:16	6	τον	G3588	T-ASM	
Matthew 1:16	7	ανδρα	G0435	N-ASM	
Matthew 1:16	8	μαριας	G3137	N-GSF	
Matthew 1:16	9	εξ	G1537	PREP	
Matthew 1:16	10	ης	G3739	R-GSF	
Matthew 1:16	11	εγεννηθη	G1080	V-API-3S	5681
Matthew 1:16	12	ιησους	G2424	N-NSM	
Matthew 1:16	13	ο	G3588	T-NSM	
Matthew 1:16	14	λεγομενος	G3004	V-PPP-NSM	5746
Matthew 1:16	15	χριστος	G5547	N-NSM	
Matthew 1:17	1	πασαι	G3956	A-NPF	
Matthew 1:17	2	ουν	G3767	CONJ	
Matthew 1:17	3	αι	G3588	T-NPF	
Matthew 1:17	4	γενεαι	G1074	N-NPF	
Matthew 1:17	5	απο	G0575	PREP	
Matthew 1:17	6	αβρααμ	G0011	N-PRI	
Matthew 1:17	7	εως	G2193	ADV	
Matthew 1:17	8	δαβιδ	G1138	N-PRI	
Matthew 1:17	9	γενεαι	G1074	N-NPF	
Matthew 1:17	10	δεκατεσσαρες	G1180	A-NPF	
Matthew 1:17	11	και	G2532	CONJ	
Matthew 1:17	12	απο	G0575	PREP	
Matthew 1:17	13	δαβιδ	G1138	N-PRI	
Matthew 1:17	14	εως	G2193	ADV	
Matthew 1:17	15	της	G3588	T-GSF	
Matthew 1:17	16	μετοικεσιας	G3350	N-GSF	
Matthew 1:17	17	βαβυλωνος	G0897	N-GSF	
Matthew 1:17	18	γενεαι	G1074	N-NPF	
Matthew 1:17	19	δεκατεσσαρες	G1180	A-NPF	
Matthew 1:17	20	και	G2532	CONJ	
Matthew 1:17	21	απο	G0575	PREP	
Matthew 1:17	22	της	G3588	T-GSF	
Matthew 1:17	23	μετοικεσιας	G3350	N-GSF	
Matthew 1:17	24	βαβυλωνος	G0897	N-GSF	
Matthew 1:17	25	εως	G2193	ADV	
Matthew 1:17	26	του	G3588	T-GSM	
Matthew 1:17	27	χριστου	G5547	N-GSM	
Matthew 1:17	28	γενεαι	G1074	N-NPF	
Matthew 1:17	29	δεκατεσσαρες	G1180	A-NPF	
Matthew 1:18	1	του	G3588	T-GSM	
Matthew 1:18	2	δε	G1161	CONJ	
Matthew 1:18	3	ιησου	G2424	N-GSM	
Matthew 1:18	4	χριστου	G5547	N-GSM	
Matthew 1:18	5	η	G3588	T-NSF	
Matthew 1:18	6	γεννησις	G1083	N-NSF	
Matthew 1:18	7	ουτως	G3779	ADV	
Matthew 1:18	8	ην	G1510	V-IAI-3S	5707
Matthew 1:18	9	μνηστευθεισης	G3423	V-APP-GSF	5685
Matthew 1:18	10	γαρ	G1063	CONJ	
Matthew 1:18	11	της	G3588	T-GSF	
Matthew 1:18	12	μητρος	G3384	N-GSF	
Matthew 1:18	13	αυτου	G0846	P-GSM	
Matthew 1:18	14	μαριας	G3137	N-GSF	
Matthew 1:18	15	τω	G3588	T-DSM	
Matthew 1:18	16	ιωσηφ	G2501	N-PRI	
Matthew 1:18	17	πριν	G4250	ADV	
Matthew 1:18	18	η	G2228	PRT	
Matthew 1:18	19	συνελθειν	G4905	V-2AAN	5629
Matthew 1:18	20	αυτους	G0846	P-APM	
Matthew 1:18	21	ευρεθη	G2147	V-API-3S	5681
Matthew 1:18	22	εν	G1722	PREP	
Matthew 1:18	23	γαστρι	G1064	N-DSF	
Matthew 1:18	24	εχουσα	G2192	V-PAP-NSF	5723
Matthew 1:18	25	εκ	G1537	PREP	
Matthew 1:18	26	πνευματος	G4151	N-GSN	
Matthew 1:18	27	αγιου	G0040	A-GSN	
Matthew 1:19	1	ιωσηφ	G2501	N-PRI	
Matthew 1:19	2	δε	G1161	CONJ	
Matthew 1:19	3	ο	G3588	T-NSM	
Matthew 1:19	4	ανηρ	G0435	N-NSM	
Matthew 1:19	5	αυτης	G0846	P-GSF	
Matthew 1:19	6	δικαιος	G1342	A-NSM	
Matthew 1:19	7	ων	G1510	V-PAP-NSM	5723
Matthew 1:19	8	και	G2532	CONJ	
Matthew 1:19	9	μη	G3361	PRT-N	
Matthew 1:19	10	θελων	G2309	V-PAP-NSM	5723
Matthew 1:19	11	αυτην	G0846	P-ASF	
Matthew 1:19	12	παραδειγματισαι	G3856	V-AAN	5658
Matthew 1:19	13	εβουληθη	G1014	V-AOI-3S	5675
Matthew 1:19	14	λαθρα	G2977	ADV	
Matthew 1:19	15	απολυσαι	G0630	V-AAN	5658
Matthew 1:19	16	αυτην	G0846	P-ASF	
Matthew 1:20	1	ταυτα	G3778	D-APN	
Matthew 1:20	2	δε	G1161	CONJ	
Matthew 1:20	3	αυτου	G0846	P-GSM	
Matthew 1:20	4	ενθυμηθεντος	G1760	V-AOP-GSM	5679
Matthew 1:20	5	ιδου	G3708	V-2AMM-2S	5640
Matthew 1:20	6	αγγελος	G0032	N-NSM	
Matthew 1:20	7	κυριου	G2962	N-GSM	
Matthew 1:20	8	κατ	G2596	PREP	
Matthew 1:20	9	οναρ	G3677	N-OI	
Matthew 1:20	10	εφανη	G5316	V-2API-3S	5648
Matthew 1:20	11	αυτω	G0846	P-DSM	
Matthew 1:20	12	λεγων	G3004	V-PAP-NSM	5723
Matthew 1:20	13	ιωσηφ	G2501	N-PRI	
Matthew 1:20	14	υιος	G5207	N-NSM	
Matthew 1:20	15	δαβιδ	G1138	N-PRI	
Matthew 1:20	16	μη	G3361	PRT-N	
Matthew 1:20	17	φοβηθης	G5399	V-AOS-2S	5680
Matthew 1:20	18	παραλαβειν	G3880	V-2AAN	5629
Matthew 1:20	19	μαριαμ	G3137	N-PRI	
Matthew 1:20	20	την	G3588	T-ASF	
Matthew 1:20	21	γυναικα	G1135	N-ASF	
Matthew 1:20	22	σου	G4771	P-2GS	
Matthew 1:20	23	το	G3588	T-NSN	
Matthew 1:20	24	γαρ	G1063	CONJ	
Matthew 1:20	25	εν	G1722	PREP	
Matthew 1:20	26	αυτη	G0846	P-DSF	
Matthew 1:20	27	γεννηθεν	G1080	V-APP-NSN	5685
Matthew 1:20	28	εκ	G1537	PREP	
Matthew 1:20	29	πνευματος	G4151	N-GSN	
Matthew 1:20	30	εστιν	G1510	V-PAI-3S	5719
Matthew 1:20	31	αγιου	G0040	A-GSN	
Matthew 1:21	1	τεξεται	G5088	V-FDI-3S	5695
Matthew 1:21	2	δε	G1161	CONJ	
Matthew 1:21	3	υιον	G5207	N-ASM	
Matthew 1:21	4	και	G2532	CONJ	
Matthew 1:21	5	καλεσεις	G2564	V-FAI-2S	5692
Matthew 1:21	6	το	G3588	T-ASN	
Matthew 1:21	7	ονομα	G3686	N-ASN	
Matthew 1:21	8	αυτου	G0846	P-GSM	
Matthew 1:21	9	ιησουν	G2424	N-ASM	
Matthew 1:21	10	αυτος	G0846	P-NSM	
Matthew 1:21	11	γαρ	G1063	CONJ	
Matthew 1:21	12	σωσει	G4982	V-FAI-3S	5692
Matthew 1:21	13	τον	G3588	T-ASM	
Matthew 1:21	14	λαον	G2992	N-ASM	
Matthew 1:21	15	αυτου	G0846	P-GSM	
Matthew 1:21	16	απο	G0575	PREP	
Matthew 1:21	17	των	G3588	T-GPF	
Matthew 1:21	18	αμαρτιων	G0266	N-GPF	
Matthew 1:21	19	αυτων	G0846	P-GPM	
Matthew 1:22	1	τουτο	G3778	D-NSN	
Matthew 1:22	2	δε	G1161	CONJ	
Matthew 1:22	3	ολον	G3650	A-NSN	
Matthew 1:22	4	γεγονεν	G1096	V-2RAI-3S	5754
Matthew 1:22	5	ινα	G2443	CONJ	
Matthew 1:22	6	πληρωθη	G4137	V-APS-3S	5686
Matthew 1:22	7	το	G3588	T-NSN	
Matthew 1:22	8	ρηθεν	G2046	V-APP-NSN	5685
Matthew 1:22	9	υπο	G5259	PREP	
Matthew 1:22	10	του	G3588	T-GSM	
Matthew 1:22	11	κυριου	G2962	N-GSM	
Matthew 1:22	12	δια	G1223	PREP	
Matthew 1:22	13	του	G3588	T-GSM	
Matthew 1:22	14	προφητου	G4396	N-GSM	
Matthew 1:22	15	λεγοντος	G3004	V-PAP-GSM	5723
Matthew 1:23	1	ιδου	G3708	V-2AMM-2S	5640
Matthew 1:23	2	η	G3588	T-NSF	
Matthew 1:23	3	παρθενος	G3933	N-NSF	
Matthew 1:23	4	εν	G1722	PREP	
Matthew 1:23	5	γαστρι	G1064	N-DSF	
Matthew 1:23	6	εξει	G2192	V-FAI-3S	5692
Matthew 1:23	7	και	G2532	CONJ	
Matthew 1:23	8	τεξεται	G5088	V-FDI-3S	5695
Matthew 1:23	9	υιον	G5207	N-ASM	
Matthew 1:23	10	και	G2532	CONJ	
Matthew 1:23	11	καλεσουσιν	G2564	V-FAI-3P	5692
Matthew 1:23	12	το	G3588	T-ASN	
Matthew 1:23	13	ονομα	G3686	N-ASN	
Matthew 1:23	14	αυτου	G0846	P-GSM	
Matthew 1:23	15	εμμανουηλ	G1694	N-PRI	
Matthew 1:23	16	ο	G3739	R-NSN	
Matthew 1:23	17	εστιν	G1510	V-PAI-3S	5719
Matthew 1:23	18	μεθερμηνευομενον	G3177	V-PPP-NSN	5746
Matthew 1:23	19	μεθ	G3326	PREP	
Matthew 1:23	20	ημων	G1473	P-1GP	
Matthew 1:23	21	ο	G3588	T-NSM	
Matthew 1:23	22	θεος	G2316	N-NSM	
Matthew 1:24	1	διεγερθεις	G1326	V-APP-NSM	5685
Matthew 1:24	2	δε	G1161	CONJ	
Matthew 1:24	3	ο	G3588	T-NSM	
Matthew 1:24	4	ιωσηφ	G2501	N-PRI	
Matthew 1:24	5	απο	G0575	PREP	
Matthew 1:24	6	του	G3588	T-GSM	
Matthew 1:24	7	υπνου	G5258	N-GSM	
Matthew 1:24	8	εποιησεν	G4160	V-AAI-3S	5656
Matthew 1:24	9	ως	G5613	ADV	
Matthew 1:24	10	προσεταξεν	G4367	V-AAI-3S	5656
Matthew 1:24	11	αυτω	G0846	P-DSM	
Matthew 1:24	12	ο	G3588	T-NSM	
Matthew 1:24	13	αγγελος	G0032	N-NSM	
Matthew 1:24	14	κυριου	G2962	N-GSM	
Matthew 1:24	15	και	G2532	CONJ	
Matthew 1:24	16	παρελαβεν	G3880	V-2AAI-3S	5627
Matthew 1:24	17	την	G3588	T-ASF	
Matthew 1:24	18	γυναικα	G1135	N-ASF	
Matthew 1:24	19	αυτου	G0846	P-GSM	
Matthew 1:25	1	και	G2532	CONJ	
Matthew 1:25	2	ουκ	G3756	PRT-N	
Matthew 1:25	3	εγινωσκεν	G1097	V-IAI-3S	5707
Matthew 1:25	4	αυτην	G0846	P-ASF	
Matthew 1:25	5	εως	G2193	ADV	
Matthew 1:25	6	ου	G3739	R-GSM	
Matthew 1:25	7	ετεκεν	G5088	V-2AAI-3S	5627
Matthew 1:25	8	τον	G3588	T-ASM	
Matthew 1:25	9	υιον	G5207	N-ASM	
Matthew 1:25	10	αυτης	G0846	P-GSF	
Matthew 1:25	11	τον	G3588	T-ASM	
Matthew 1:25	12	πρωτοτοκον	G4416	A-ASM-S	
Matthew 1:25	13	και	G2532	CONJ	
Matthew 1:25	14	εκαλεσεν	G2564	V-AAI-3S	5656
Matthew 1:25	15	το	G3588	T-ASN	
Matthew 1:25	16	ονομα	G3686	N-ASN	
Matthew 1:25	17	αυτου	G0846	P-GSM	
Matthew 1:25	18	ιησουν	G2424	N-ASM	
Matthew 2:1	1	του	G3588	T-GSM	
Matthew 2:1	2	δε	G1161	CONJ	
Matthew 2:1	3	ιησου	G2424	N-GSM	
Matthew 2:1	4	γεννηθεντος	G1080	V-APP-GSM	5685
Matthew 2:1	5	εν	G1722	PREP	
Matthew 2:1	6	βηθλεεμ	G0965	N-PRI	
Matthew 2:1	7	της	G3588	T-GSF	
Matthew 2:1	8	ιουδαιας	G2449	N-GSF	
Matthew 2:1	9	εν	G1722	PREP	
Matthew 2:1	10	ημεραις	G2250	N-DPF	
Matthew 2:1	11	ηρωδου	G2264	N-GSM	
Matthew 2:1	12	του	G3588	T-GSM	
Matthew 2:1	13	βασιλεως	G0935	N-GSM	
Matthew 2:1	14	ιδου	G3708	V-2AMM-2S	5640
Matthew 2:1	15	μαγοι	G3097	N-NPM	
Matthew 2:1	16	απο	G0575	PREP	
Matthew 2:1	17	ανατολων	G0395	N-GPF	
Matthew 2:1	18	παρεγενοντο	G3854	V-2ADI-3P	5633
Matthew 2:1	19	εις	G1519	PREP	
Matthew 2:1	20	ιεροσολυμα	G2414	N-APN	
Matthew 2:2	1	λεγοντες	G3004	V-PAP-NPM	5723
Matthew 2:2	2	που	G4226	ADV-I	
Matthew 2:2	3	εστιν	G1510	V-PAI-3S	5719
Matthew 2:2	4	ο	G3588	T-NSM	
Matthew 2:2	5	τεχθεις	G5088	V-APP-NSM	5685
Matthew 2:2	6	βασιλευς	G0935	N-NSM	
Matthew 2:2	7	των	G3588	T-GPM	
Matthew 2:2	8	ιουδαιων	G2453	A-GPM	
Matthew 2:2	9	ειδομεν	G3708	V-2AAI-1P	5627
Matthew 2:2	10	γαρ	G1063	CONJ	
Matthew 2:2	11	αυτου	G0846	P-GSM	
Matthew 2:2	12	τον	G3588	T-ASM	
Matthew 2:2	13	αστερα	G0792	N-ASM	
Matthew 2:2	14	εν	G1722	PREP	
Matthew 2:2	15	τη	G3588	T-DSF	
Matthew 2:2	16	ανατολη	G0395	N-DSF	
Matthew 2:2	17	και	G2532	CONJ	
Matthew 2:2	18	ηλθομεν	G2064	V-2AAI-1P	5627
Matthew 2:2	19	προσκυνησαι	G4352	V-AAN	5658
Matthew 2:2	20	αυτω	G0846	P-DSM	
Matthew 2:3	1	ακουσας	G0191	V-AAP-NSM	5660
Matthew 2:3	2	δε	G1161	CONJ	
Matthew 2:3	3	ηρωδης	G2264	N-NSM	
Matthew 2:3	4	ο	G3588	T-NSM	
Matthew 2:3	5	βασιλευς	G0935	N-NSM	
Matthew 2:3	6	εταραχθη	G5015	V-API-3S	5681
Matthew 2:3	7	και	G2532	CONJ	
Matthew 2:3	8	πασα	G3956	A-NSF	
Matthew 2:3	9	ιεροσολυμα	G2414	N-NSF	
Matthew 2:3	10	μετ	G3326	PREP	
Matthew 2:3	11	αυτου	G0846	P-GSM	
Matthew 2:4	1	και	G2532	CONJ	
Matthew 2:4	2	συναγαγων	G4863	V-2AAP-NSM	5631
Matthew 2:4	3	παντας	G3956	A-APM	
Matthew 2:4	4	τους	G3588	T-APM	
Matthew 2:4	5	αρχιερεις	G0749	N-APM	
Matthew 2:4	6	και	G2532	CONJ	
Matthew 2:4	7	γραμματεις	G1122	N-APM	
